ID,Flight Number,Origin Airport,Origin Code,Destination Airport,Destination Code,Departing Date,Departing Time,Duration,Distance,Time Zone Difference,Arrival Date,Arrival Time,Flight Type,Surcharge,Food Served,Route Cost,Miner Points,Total Seats,First Class Seats,Business Class Seats,Main Cabin Seats,First Class Price,Business Class Price,Main Cabin Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
1225,2311225,Orlando International Airport,ORL,Los Angeles International Airport,LAX,4/5/2023,5:30 AM,281,1927.0,-3,4/5/2023,7:11 AM,Domestic,0.0,false,70024.0,3854,169,13,61,95,2221.0,897.0,279.0,0,0,0,0.0,0.0,0.0
3,2333,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/23/2023,12:10 PM,94,551.0,1,3/23/2023,2:44 PM,Domestic,0.0,false,11686.0,1102,142,14,42,86,1856.0,856.0,536.0,0,0,0,0.0,0.0,0.0
4,2344,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/23/2023,5:30 AM,94,551.0,-1,3/23/2023,6:04 AM,Domestic,0.0,false,19082.0,1102,145,14,41,90,2189.0,1066.0,339.0,0,0,0,0.0,0.0,0.0
1224,2301224,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/2023,12:10 PM,142,957.0,-1,4/5/2023,1:32 PM,International,3.0,true,56292.0,2871,177,14,61,102,8706.0,5164.0,1295.0,0,0,0,0.0,0.0,0.0
5,2355,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/23/2023,8:25 AM,94,551.0,-1,3/23/2023,8:59 AM,Domestic,0.0,false,19082.0,1102,145,8,49,88,2490.0,1117.0,534.0,0,0,0,0.0,0.0,0.0
1223,2381223,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/2023,8:25 AM,142,957.0,-1,4/5/2023,9:47 AM,International,3.0,true,56292.0,2871,174,13,57,104,7682.0,3772.0,696.0,0,0,0,0.0,0.0,0.0
1222,2371222,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/2023,5:30 AM,142,957.0,-1,4/5/2023,6:52 AM,International,3.0,true,56292.0,2871,159,15,54,90,7480.0,4471.0,706.0,0,0,0,0.0,0.0,0.0
6,2366,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/23/2023,12:10 PM,94,551.0,-1,3/23/2023,12:44 PM,Domestic,0.0,false,19082.0,1102,162,12,60,90,2856.0,657.0,269.0,0,0,0,0.0,0.0,0.0
7,2377,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/23/2023,5:30 AM,113,714.0,-1,3/23/2023,6:23 AM,Domestic,0.0,false,14000.0,1428,152,9,43,100,1342.0,689.0,382.0,0,0,0,0.0,0.0,0.0
1221,2361221,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/5/2023,12:10 PM,142,957.0,1,4/5/2023,3:32 PM,International,3.0,true,71871.0,2871,160,9,61,90,4568.0,4052.0,1084.0,0,0,0,0.0,0.0,0.0
8,2388,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/23/2023,8:25 AM,113,714.0,-1,3/23/2023,9:18 AM,Domestic,0.0,false,14000.0,1428,143,10,46,87,2005.0,960.0,229.0,0,0,0,0.0,0.0,0.0
800,238800,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/31/2023,8:25 AM,639,4662.0,8,4/2/2023,3:04 AM,International,12.0,true,67763.0,13986,172,9,59,104,12427.0,4938.0,863.0,0,0,0,0.0,0.0,0.0
9,2309,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/23/2023,12:10 PM,113,714.0,-1,3/23/2023,1:03 PM,Domestic,0.0,false,14000.0,1428,156,10,48,98,2034.0,720.0,202.0,0,0,0,0.0,0.0,0.0
801,230801,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/31/2023,12:10 PM,639,4662.0,8,4/2/2023,6:49 AM,International,12.0,true,67763.0,13986,158,10,58,90,11528.0,5642.0,993.0,0,0,0,0.0,0.0,0.0
802,231802,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/2023,5:30 AM,639,4662.0,-8,3/31/2023,8:09 AM,International,12.0,true,54532.0,13986,157,13,44,100,5062.0,4800.0,950.0,0,0,0,0.0,0.0,0.0
803,232803,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/2023,8:25 AM,639,4662.0,-8,3/31/2023,11:04 AM,International,12.0,true,54532.0,13986,154,12,53,89,9007.0,5351.0,900.0,0,0,0,0.0,0.0,0.0
804,233804,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/2023,12:10 PM,639,4662.0,-8,3/31/2023,2:49 PM,International,12.0,true,54532.0,13986,160,9,49,102,8135.0,5204.0,849.0,0,0,0,0.0,0.0,0.0
805,234805,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/2023,5:30 AM,725,5322.0,16,4/1/2023,9:35 AM,International,14.0,true,75881.0,15966,154,10,57,87,9993.0,5280.0,1166.0,0,0,0,0.0,0.0,0.0
806,235806,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/2023,8:25 AM,725,5322.0,16,4/1/2023,12:30 PM,International,14.0,true,75881.0,15966,152,13,45,94,12035.0,4236.0,890.0,0,0,0,0.0,0.0,0.0
1229,2351229,Los Angeles International Airport,LAX,Orlando International Airport,ORL,4/5/2023,8:25 AM,281,1927.0,3,4/5/2023,4:06 PM,Domestic,0.0,false,71901.0,3854,159,8,49,102,3439.0,647.0,528.0,0,0,0,0.0,0.0,0.0
807,236807,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/2023,12:10 PM,725,5322.0,16,4/1/2023,4:15 PM,International,14.0,true,75881.0,15966,140,8,40,92,12595.0,5184.0,1156.0,0,0,0,0.0,0.0,0.0
808,237808,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/2023,5:30 AM,725,5322.0,-16,4/1/2023,1:35 AM,International,14.0,true,51367.0,15966,155,8,50,97,8262.0,3069.0,1138.0,0,0,0,0.0,0.0,0.0
809,238809,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/2023,8:25 AM,725,5322.0,-16,4/1/2023,4:30 AM,International,14.0,true,51367.0,15966,149,11,48,90,4058.0,4651.0,1257.0,0,0,0,0.0,0.0,0.0
1000,2311000,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/3/2023,5:30 AM,113,714.0,1,4/3/2023,8:23 AM,Domestic,0.0,false,10513.0,1428,161,15,57,89,2798.0,1179.0,293.0,0,0,0,0.0,0.0,0.0
1242,2301242,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/2023,12:10 PM,190,1229.0,-2,4/5/2023,1:20 PM,International,4.0,true,71648.0,3687,162,11,63,88,6380.0,5212.0,1198.0,0,0,0,0.0,0.0,0.0
1241,2381241,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/2023,8:25 AM,190,1229.0,-2,4/5/2023,9:35 AM,International,4.0,true,71648.0,3687,156,13,54,89,11326.0,4377.0,843.0,0,0,0,0.0,0.0,0.0
1240,2371240,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/2023,5:30 AM,190,1229.0,-2,4/5/2023,6:40 AM,International,4.0,true,71648.0,3687,161,9,55,97,5353.0,5132.0,863.0,0,0,0,0.0,0.0,0.0
1239,2361239,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/2023,12:10 PM,190,1229.0,2,4/5/2023,5:20 PM,International,4.0,true,76340.0,3687,165,12,56,97,9704.0,3747.0,807.0,0,0,0,0.0,0.0,0.0
1238,2351238,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/2023,8:25 AM,190,1229.0,2,4/5/2023,1:35 PM,International,4.0,true,76340.0,3687,142,10,41,91,9143.0,5378.0,885.0,0,0,0,0.0,0.0,0.0
1237,2341237,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/2023,5:30 AM,190,1229.0,2,4/5/2023,10:40 AM,International,4.0,true,76340.0,3687,161,12,52,97,5401.0,3831.0,902.0,0,0,0,0.0,0.0,0.0
1236,2331236,Los Angeles International Airport,LAX,Logan International Airport,BOS,4/5/2023,12:10 PM,326,2269.0,3,4/5/2023,8:36 PM,Domestic,0.0,true,51892.0,4538,155,13,57,85,2617.0,1063.0,254.0,0,0,0,0.0,0.0,0.0
1235,2321235,Los Angeles International Airport,LAX,Logan International Airport,BOS,4/5/2023,8:25 AM,326,2269.0,3,4/5/2023,4:51 PM,Domestic,0.0,true,51892.0,4538,143,8,41,94,3175.0,813.0,323.0,0,0,0,0.0,0.0,0.0
1234,2311234,Los Angeles International Airport,LAX,Logan International Airport,BOS,4/5/2023,5:30 AM,326,2269.0,3,4/5/2023,1:56 PM,Domestic,0.0,true,51892.0,4538,177,14,64,99,2544.0,916.0,191.0,0,0,0,0.0,0.0,0.0
1233,2301233,Logan International Airport,BOS,Los Angeles International Airport,LAX,4/5/2023,12:10 PM,326,2269.0,-3,4/5/2023,2:36 PM,Domestic,0.0,true,51587.0,4538,147,8,50,89,2081.0,720.0,309.0,0,0,0,0.0,0.0,0.0
1232,2381232,Logan International Airport,BOS,Los Angeles International Airport,LAX,4/5/2023,8:25 AM,326,2269.0,-3,4/5/2023,10:51 AM,Domestic,0.0,true,51587.0,4538,167,12,54,101,3457.0,734.0,398.0,0,0,0,0.0,0.0,0.0
810,230810,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/2023,12:10 PM,725,5322.0,-16,4/1/2023,8:15 AM,International,14.0,true,51367.0,15966,143,9,48,86,11654.0,5737.0,888.0,0,0,0,0.0,0.0,0.0
811,231811,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/1/2023,5:30 AM,94,551.0,1,4/1/2023,8:04 AM,Domestic,0.0,false,11686.0,1102,140,11,40,89,2460.0,735.0,466.0,0,0,0,0.0,0.0,0.0
812,232812,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/1/2023,8:25 AM,94,551.0,1,4/1/2023,10:59 AM,Domestic,0.0,false,11686.0,1102,153,13,54,86,3108.0,1190.0,479.0,0,0,0,0.0,0.0,0.0
813,233813,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/1/2023,12:10 PM,94,551.0,1,4/1/2023,2:44 PM,Domestic,0.0,false,11686.0,1102,162,10,58,94,1483.0,815.0,400.0,0,0,0,0.0,0.0,0.0
814,234814,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,4/1/2023,5:30 AM,94,551.0,-1,4/1/2023,6:04 AM,Domestic,0.0,false,19082.0,1102,160,14,52,94,2851.0,1003.0,332.0,0,0,0,0.0,0.0,0.0
815,235815,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,4/1/2023,8:25 AM,94,551.0,-1,4/1/2023,8:59 AM,Domestic,0.0,false,19082.0,1102,154,8,44,102,2390.0,835.0,534.0,0,0,0,0.0,0.0,0.0
816,236816,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,4/1/2023,12:10 PM,94,551.0,-1,4/1/2023,12:44 PM,Domestic,0.0,false,19082.0,1102,158,15,41,102,2251.0,1037.0,426.0,0,0,0,0.0,0.0,0.0
817,237817,El Paso International Airport,ELP,Los Angeles International Airport,LAX,4/1/2023,5:30 AM,113,714.0,-1,4/1/2023,6:23 AM,Domestic,0.0,false,14000.0,1428,156,11,49,96,2367.0,859.0,342.0,0,0,0,0.0,0.0,0.0
818,238818,El Paso International Airport,ELP,Los Angeles International Airport,LAX,4/1/2023,8:25 AM,113,714.0,-1,4/1/2023,9:18 AM,Domestic,0.0,false,14000.0,1428,154,8,49,97,2943.0,655.0,185.0,0,0,0,0.0,0.0,0.0
819,230819,El Paso International Airport,ELP,Los Angeles International Airport,LAX,4/1/2023,12:10 PM,113,714.0,-1,4/1/2023,1:03 PM,Domestic,0.0,false,14000.0,1428,158,9,57,92,1318.0,1182.0,134.0,0,0,0,0.0,0.0,0.0
1253,2321253,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/5/2023,8:25 AM,639,4662.0,-8,4/5/2023,11:04 AM,International,12.0,true,54532.0,13986,157,14,57,86,11238.0,5592.0,601.0,0,0,0,0.0,0.0,0.0
1011,2331011,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,4/3/2023,12:10 PM,181,1280.0,2,4/3/2023,5:11 PM,Domestic,0.0,false,11291.0,2560,157,13,56,88,3346.0,823.0,475.0,0,0,0,0.0,0.0,0.0
1252,2311252,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/5/2023,5:30 AM,639,4662.0,-8,4/5/2023,8:09 AM,International,12.0,true,54532.0,13986,152,8,40,104,8034.0,5214.0,1090.0,0,0,0,0.0,0.0,0.0
1010,2321010,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,4/3/2023,8:25 AM,181,1280.0,2,4/3/2023,1:26 PM,Domestic,0.0,false,11291.0,2560,160,13,45,102,3492.0,819.0,426.0,0,0,0,0.0,0.0,0.0
1251,2301251,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/2023,12:10 PM,639,4662.0,8,4/7/2023,6:49 AM,International,12.0,true,67763.0,13986,161,10,54,97,7345.0,4014.0,1263.0,0,0,0,0.0,0.0,0.0
1250,2381250,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/2023,8:25 AM,639,4662.0,8,4/7/2023,3:04 AM,International,12.0,true,67763.0,13986,148,15,47,86,11204.0,5251.0,1061.0,0,0,0,0.0,0.0,0.0
1008,2301008,Chicago International Airport,ORD,El Paso International Airport,ELP,4/3/2023,12:10 PM,176,1235.0,-1,4/3/2023,2:06 PM,Domestic,0.0,false,19778.0,2470,163,10,56,97,1393.0,658.0,517.0,0,0,0,0.0,0.0,0.0
1249,2371249,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/2023,5:30 AM,639,4662.0,8,4/7/2023,12:09 AM,International,12.0,true,67763.0,13986,167,10,60,97,7541.0,2865.0,801.0,0,0,0,0.0,0.0,0.0
1007,2381007,Chicago International Airport,ORD,El Paso International Airport,ELP,4/3/2023,8:25 AM,176,1235.0,-1,4/3/2023,10:21 AM,Domestic,0.0,false,19778.0,2470,166,15,55,96,3208.0,971.0,225.0,0,0,0,0.0,0.0,0.0
1006,2371006,Chicago International Airport,ORD,El Paso International Airport,ELP,4/3/2023,5:30 AM,176,1235.0,-1,4/3/2023,7:26 AM,Domestic,0.0,false,19778.0,2470,160,12,50,98,2794.0,1140.0,495.0,0,0,0,0.0,0.0,0.0
1248,2361248,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/2023,12:10 PM,219,1449.0,-2,4/5/2023,1:49 PM,International,4.0,true,64960.0,4347,175,13,60,102,8922.0,5564.0,1288.0,0,0,0,0.0,0.0,0.0
1247,2351247,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/2023,8:25 AM,219,1449.0,-2,4/5/2023,10:04 AM,International,4.0,true,64960.0,4347,152,14,45,93,7472.0,5460.0,1369.0,0,0,0,0.0,0.0,0.0
1005,2361005,El Paso International Airport,ELP,Chicago International Airport,ORD,4/3/2023,12:10 PM,176,1235.0,1,4/3/2023,4:06 PM,Domestic,0.0,false,10706.0,2470,154,10,49,95,3211.0,1004.0,217.0,0,0,0,0.0,0.0,0.0
1246,2341246,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/2023,5:30 AM,219,1449.0,-2,4/5/2023,7:09 AM,International,4.0,true,64960.0,4347,154,9,59,86,11278.0,3687.0,904.0,0,0,0,0.0,0.0,0.0
1004,2351004,El Paso International Airport,ELP,Chicago International Airport,ORD,4/3/2023,8:25 AM,176,1235.0,1,4/3/2023,12:21 PM,Domestic,0.0,false,10706.0,2470,170,11,57,102,2001.0,691.0,476.0,0,0,0,0.0,0.0,0.0
1003,2341003,El Paso International Airport,ELP,Chicago International Airport,ORD,4/3/2023,5:30 AM,176,1235.0,1,4/3/2023,9:26 AM,Domestic,0.0,false,10706.0,2470,166,15,55,96,3405.0,792.0,534.0,0,0,0,0.0,0.0,0.0
1245,2331245,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/2023,12:10 PM,219,1449.0,2,4/5/2023,5:49 PM,International,4.0,true,57452.0,4347,155,12,42,101,9509.0,3480.0,1044.0,0,0,0,0.0,0.0,0.0
820,231820,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/1/2023,5:30 AM,113,714.0,1,4/1/2023,8:23 AM,Domestic,0.0,false,10513.0,1428,166,15,61,90,3084.0,897.0,464.0,0,0,0,0.0,0.0,0.0
1244,2321244,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/2023,8:25 AM,219,1449.0,2,4/5/2023,2:04 PM,International,4.0,true,57452.0,4347,162,11,64,87,7339.0,3194.0,1436.0,0,0,0,0.0,0.0,0.0
1002,2331002,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/3/2023,12:10 PM,113,714.0,1,4/3/2023,3:03 PM,Domestic,0.0,false,10513.0,1428,165,13,49,103,1415.0,970.0,329.0,0,0,0,0.0,0.0,0.0
1243,2311243,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/2023,5:30 AM,219,1449.0,2,4/5/2023,11:09 AM,International,4.0,true,57452.0,4347,145,13,41,91,5844.0,4716.0,1083.0,0,0,0,0.0,0.0,0.0
821,232821,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/1/2023,8:25 AM,113,714.0,1,4/1/2023,11:18 AM,Domestic,0.0,false,10513.0,1428,175,10,63,102,2203.0,1055.0,524.0,0,0,0,0.0,0.0,0.0
1001,2321001,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/3/2023,8:25 AM,113,714.0,1,4/3/2023,11:18 AM,Domestic,0.0,false,10513.0,1428,168,12,59,97,3222.0,550.0,503.0,0,0,0,0.0,0.0,0.0
822,233822,Los Angeles International Airport,LAX,El Paso International Airport,ELP,4/1/2023,12:10 PM,113,714.0,1,4/1/2023,3:03 PM,Domestic,0.0,false,10513.0,1428,169,9,59,101,3451.0,941.0,210.0,0,0,0,0.0,0.0,0.0
823,234823,El Paso International Airport,ELP,Chicago International Airport,ORD,4/1/2023,5:30 AM,176,1235.0,1,4/1/2023,9:26 AM,Domestic,0.0,false,10706.0,2470,151,8,58,85,3174.0,1037.0,522.0,0,0,0,0.0,0.0,0.0
824,235824,El Paso International Airport,ELP,Chicago International Airport,ORD,4/1/2023,8:25 AM,176,1235.0,1,4/1/2023,12:21 PM,Domestic,0.0,false,10706.0,2470,161,11,51,99,2611.0,690.0,170.0,0,0,0,0.0,0.0,0.0
825,236825,El Paso International Airport,ELP,Chicago International Airport,ORD,4/1/2023,12:10 PM,176,1235.0,1,4/1/2023,4:06 PM,Domestic,0.0,false,10706.0,2470,169,10,57,102,3072.0,839.0,181.0,0,0,0,0.0,0.0,0.0
826,237826,Chicago International Airport,ORD,El Paso International Airport,ELP,4/1/2023,5:30 AM,176,1235.0,-1,4/1/2023,7:26 AM,Domestic,0.0,false,19778.0,2470,170,15,62,93,3160.0,621.0,181.0,0,0,0,0.0,0.0,0.0
827,238827,Chicago International Airport,ORD,El Paso International Airport,ELP,4/1/2023,8:25 AM,176,1235.0,-1,4/1/2023,10:21 AM,Domestic,0.0,false,19778.0,2470,169,8,57,104,2716.0,741.0,398.0,0,0,0,0.0,0.0,0.0
828,230828,Chicago International Airport,ORD,El Paso International Airport,ELP,4/1/2023,12:10 PM,176,1235.0,-1,4/1/2023,2:06 PM,Domestic,0.0,false,19778.0,2470,161,9,58,94,2536.0,1086.0,425.0,0,0,0,0.0,0.0,0.0
829,231829,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,4/1/2023,5:30 AM,181,1280.0,2,4/1/2023,10:31 AM,Domestic,0.0,false,11291.0,2560,176,14,62,100,1562.0,550.0,221.0,0,0,0,0.0,0.0,0.0
1009,2311009,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,4/3/2023,5:30 AM,181,1280.0,2,4/3/2023,10:31 AM,Domestic,0.0,false,11291.0,2560,148,9,45,94,1680.0,832.0,170.0,0,0,0,0.0,0.0,0.0
1264,2341264,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,4/6/2023,5:30 AM,94,551.0,-1,4/6/2023,6:04 AM,Domestic,0.0,false,19082.0,1102,147,10,40,97,1748.0,772.0,429.0,0,0,0,0.0,0.0,0.0
1022,2351022,El Paso International Airport,ELP,Logan International Airport,BOS,4/3/2023,8:25 AM,275,2064.0,2,4/3/2023,3:00 PM,Domestic,0.0,false,11994.0,4128,150,11,47,92,2791.0,1007.0,153.0,0,0,0,0.0,0.0,0.0
1021,2341021,El Paso International Airport,ELP,Logan International Airport,BOS,4/3/2023,5:30 AM,275,2064.0,2,4/3/2023,12:05 PM,Domestic,0.0,false,11994.0,4128,165,13,64,88,1644.0,973.0,451.0,0,0,0,0.0,0.0,0.0
1263,2331263,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/6/2023,12:10 PM,94,551.0,1,4/6/2023,2:44 PM,Domestic,0.0,false,11686.0,1102,169,8,60,101,1849.0,699.0,517.0,0,0,0,0.0,0.0,0.0
1262,2321262,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/6/2023,8:25 AM,94,551.0,1,4/6/2023,10:59 AM,Domestic,0.0,false,11686.0,1102,158,8,47,103,1278.0,957.0,481.0,0,0,0,0.0,0.0,0.0
1020,2331020,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,4/3/2023,12:10 PM,256,1903.0,-2,4/3/2023,2:26 PM,Domestic,0.0,false,12213.0,3806,149,11,47,91,1909.0,783.0,309.0,0,0,0,0.0,0.0,0.0
1261,2311261,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,4/6/2023,5:30 AM,94,551.0,1,4/6/2023,8:04 AM,Domestic,0.0,false,11686.0,1102,159,11,63,85,2291.0,1086.0,152.0,0,0,0,0.0,0.0,0.0
1260,2301260,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/5/2023,12:10 PM,725,5322.0,-16,4/6/2023,8:15 AM,International,14.0,true,51367.0,15966,150,9,49,92,8661.0,3623.0,1036.0,0,0,0,0.0,0.0,0.0
